Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR_T34A	P55060	6.3	1.56225125841	1.36	0	0	0	0	0.99
MTHFR	Q5QNW6	2.3	0.470415706995	0.56	0	0	0	0	0.0
MTHFR_38to656	Q5QNW6	2.3	0.458102107976	0.54	0	0	0	0	0.0
MTHFR_T34A	Q5QNW6	0.7	0.450465326295	0.54	0	0	0	0	0.0
MTHFR	P11021	4.7	0.335460512899	0.42	0	0	0	0	0.0
MTHFR_38to656	P11021	4.0	0.307236669707	0.39	0	0	0	0	0.0
MTHFR_T34A	P11021	4.7	0.363603649091	0.45	0	0	0	0	0.0
MTHFR	O60869	1.0	1.06186251248	1.04	0	0	0	0	0.61
MTHFR_38to656	O60869	1.7	1.13800505964	1.1	0	0	0	0	0.94
MTHFR_T34A	O60869	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR	P05141	0.7	0.386279732397	0.47	0	0	0	0	0.0
MTHFR_38to656	P05141	0.3	0.376870338529	0.46	0	0	0	0	0.0
MTHFR_T34A	P05141	0.7	0.394954061005	0.48	0	0	0	0	0.0
MTHFR	Q9UQ80	5.3	1.39816110526	1.26	0	0	0	0	0.98
MTHFR_38to656	Q9UQ80	5.0	1.38044863567	1.25	0	0	0	0	0.98
MTHFR_T34A	Q9UQ80	4.3	1.38958851135	1.26	0	0	0	0	0.96
MTHFR	P55209	2.7	1.19497143265	1.13	0	0	0	0	0.96
MTHFR_38to656	P55209	3.0	1.1804182748	1.12	0	0	0	0	0.96
MTHFR_T34A	P55209	2.0	1.17116853455	1.12	0	0	0	0	0.94
MTHFR	P37802	2.7	1.20515855252	1.14	0	0	0	0	0.95
MTHFR_38to656	P37802	3.0	1.2145974938	1.15	0	0	0	0	0.95
MTHFR_T34A	P37802	3.3	1.28922848695	1.19	0	0	0	0	0.95
MTHFR	Q9BV38	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	Q9BV38	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR_38to656	Q9BRT6	1.0	1.03135040457	1.02	0	0	0	0	0.32
MTHFR	P29372	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P29372	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	P52948	2.7	1.13517587376	1.09	0	0	0	0	0.27
MTHFR_38to656	P52948	4.0	1.12540161828	1.09	0	0	0	0	0.29
MTHFR	Q04837	1.0	1.08519007206	1.06	0	0	0	0	0.6
MTHFR_38to656	Q04837	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q04837	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	Q86XI2	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q86XI2	0.7	1.02090026971	1.01	0	0	0	0	0.15
MTHFR	Q96GQ7	2.0	1.10138190532	1.07	0	0	0	0	0.31
MTHFR_38to656	Q96GQ7	4.0	1.12540161828	1.09	0	0	0	0	0.33
MTHFR_38to656	Q14141	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q9C005	1.0	1.06186251248	1.04	0	0	0	0	0.6
MTHFR_38to656	Q9C005	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR_T34A	Q9C005	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q9NVX2	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q9NVX2	2.0	1.06270080914	1.04	0	0	0	0	0.32
MTHFR	O00571	5.7	1.41505808948	1.27	0	0	0	0	0.98
MTHFR_38to656	O00571	6.0	1.48077015396	1.31	0	0	0	0	0.99
MTHFR_T34A	O00571	6.7	1.59840701882	1.38	0	0	0	0	0.98
MTHFR	P14866	6.3	1.35554181959	1.24	0	0	0	0	0.9
MTHFR_38to656	P14866	8.7	1.306495401	1.21	0	0	0	0	0.63
MTHFR_T34A	P14866	1.0	1.08115708574	1.06	0	0	0	0	0.53
MTHFR	Q9UKD2	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	Q9UKD2	2.7	1.08360107885	1.06	0	0	0	0	0.32
MTHFR	P14868	7.7	1.5509391142	1.35	0	0	0	0	0.98
MTHFR_38to656	P14868	6.3	1.45704106982	1.3	0	0	0	0	0.98
MTHFR_T34A	P14868	10.3	1.92379126617	1.55	0	0	0	0	0.98
MTHFR	Q8WWY3	1.0	1.05069095266	1.04	1	0	1	0	0.28
MTHFR_38to656	Q8WWY3	1.7	1.05225067428	1.04	1	0	1	0	0.3
MTHFR	O95232	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	O95232	1.0	1.03135040457	1.02	0	0	0	0	0.28
MTHFR	Q71RC2	1.0	1.07303407229	1.05	0	0	0	0	0.49
MTHFR_38to656	Q71RC2	1.0	1.08292557093	1.06	0	0	0	0	0.0
MTHFR_T34A	Q71RC2	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q9BTX1	1.0	1.06284695243	1.04	0	0	0	0	0.54
MTHFR_38to656	Q9BTX1	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR_T34A	Q9BTX1	1.0	1.09001144881	1.06	0	0	0	0	0.52
MTHFR	Q08J23	0.7	1.03379396844	1.02	0	0	0	0	0.22
MTHFR_38to656	Q08J23	0.7	1.02090026971	1.01	0	0	0	0	0.18
MTHFR	Q6PK04	0.7	1.03379396844	1.02	0	0	0	0	0.29
MTHFR	P68133	1.7	0.803585872146	0.85	0	0	0	0	0.09
MTHFR_38to656	P68133	3.0	0.810334824579	0.86	0	0	0	0	0.12
MTHFR	Q9P2I0	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9P2I0	1.3	1.04180053943	1.03	0	0	0	0	0.27
MTHFR_38to656	Q9Y333	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR	Q92922	1.0	1.05069095266	1.04	0	0	0	0	0.23
MTHFR_38to656	Q92922	1.7	1.05225067428	1.04	0	0	0	0	0.26
MTHFR	P24534	2.3	1.1537624489	1.11	0	0	0	0	0.94
MTHFR_38to656	P24534	2.7	1.20353468321	1.14	0	0	0	0	0.93
MTHFR_T34A	P24534	2.0	1.19111857946	1.13	0	0	0	0	0.92
MTHFR	Q9NRN7	0.7	1.03379396844	1.02	0	0	0	0	0.29
MTHFR_38to656	Q9NRN7	1.0	1.06552962357	1.05	0	0	0	0	0.58
MTHFR_T34A	Q9NRN7	1.3	1.12840852799	1.09	0	0	0	0	0.61
MTHFR	O75494	1.7	1.0844849211	1.06	0	0	0	0	0.32
MTHFR_38to656	O75494	2.3	1.07315094399	1.05	0	0	0	0	0.32
MTHFR	P35222	0.7	1.03379396844	1.02	0	0	0	0	0.22
MTHFR_38to656	P35222	1.3	1.04180053943	1.03	0	0	0	0	0.28
MTHFR	P35221	0.7	1.03379396844	1.02	0	0	0	0	0.21
MTHFR_38to656	P35221	2.3	1.07315094399	1.05	0	0	0	0	0.29
MTHFR	P08133	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	P08133	1.3	1.09337570579	1.07	0	0	0	0	0.91
MTHFR_T34A	P08133	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q9Y3A5	1.0	1.08519007206	1.06	0	0	0	0	0.61
MTHFR_38to656	Q9Y3A5	0.7	1.05507948871	1.04	0	0	0	0	0.0
MTHFR_T34A	Q9Y3A5	2.3	1.2184199768	1.15	0	0	0	0	0.93
MTHFR_38to656	Q9Y3A2	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR	Q9H3K6	1.3	1.10307149623	1.07	0	0	0	0	0.9
MTHFR_38to656	Q9H3K6	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	Q9H3K6	1.3	1.10771137681	1.08	0	0	0	0	0.6
MTHFR_38to656	P98179	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	P42898	411.7	6.55778530943	2.92	1	1	1	1	0.82
MTHFR_38to656	P42898	450.7	7.61723479135	3.11	1	1	1	1	0.8
MTHFR_T34A	P42898	453.3	8.23915140455	3.21	1	1	1	1	1.0
MTHFR	O43159	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O43159	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	P42677	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	P42677	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P42677	1.3	1.12691431547	1.09	0	0	0	0	0.62
MTHFR	O43156	1.0	1.08519007206	1.06	0	0	0	0	0.52
MTHFR_38to656	O43156	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	O43156	1.0	1.08115708574	1.06	0	0	0	0	0.4
MTHFR	P98175	1.7	1.0844849211	1.06	0	0	0	0	0.29
MTHFR_38to656	P98175	2.0	1.06270080914	1.04	0	0	0	0	0.27
MTHFR_38to656	Q04760	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR_T34A	Q04760	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q5SSJ5	2.0	1.10138190532	1.07	0	0	0	0	0.31
MTHFR_38to656	Q5SSJ5	2.7	1.08360107885	1.06	0	0	0	0	0.32
MTHFR	P46379	3.0	1.24538309632	1.17	0	0	0	0	0.86
MTHFR_38to656	P46379	4.3	1.32475647122	1.22	0	0	0	0	0.98
MTHFR_T34A	P46379	3.0	1.26267419588	1.18	0	0	0	0	0.98
MTHFR	Q01085	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q01085	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR	Q01082	9.3	1.49644311776	1.32	0	0	0	0	0.49
MTHFR_38to656	Q01082	18.7	1.58520755196	1.37	0	0	0	0	0.33
MTHFR_T34A	Q01082	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q01081	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	Q01081	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR	P26373	6.0	0.913765650235	0.94	0	0	0	0	0.2
MTHFR_38to656	P26373	7.0	0.905352279359	0.93	0	0	0	0	0.16
MTHFR_T34A	P26373	4.7	0.887567228728	0.92	0	0	0	0	0.18
MTHFR	O43719	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O43719	0.7	1.02090026971	1.01	0	0	0	0	0.19
MTHFR	Q96DH6	2.0	1.14803702449	1.1	0	0	0	0	0.95
MTHFR_38to656	Q96DH6	1.0	1.0661422993	1.05	0	0	0	0	0.57
MTHFR_T34A	Q96DH6	1.3	1.11731284614	1.08	0	0	0	0	0.91
MTHFR	P59998	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	P59998	1.7	1.06964662165	1.05	0	0	0	0	0.62
MTHFR_T34A	P59998	1.0	1.08040997948	1.06	0	0	0	0	0.57
MTHFR	Q13185	1.3	1.06758793688	1.05	0	0	0	0	0.32
MTHFR_38to656	Q13185	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR_T34A	Q13185	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P46977	2.0	1.16019302426	1.11	0	0	0	0	0.9
MTHFR_38to656	P46977	1.0	1.04874635193	1.03	0	0	0	0	0.51
MTHFR_T34A	P46977	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	Q9UNP9	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UNP9	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	Q9H9B4	3.0	0.659869359867	0.73	0	0	0	0	0.01
MTHFR_38to656	Q9H9B4	2.3	0.609644404638	0.69	0	0	0	0	0.0
MTHFR_T34A	Q9H9B4	2.0	0.641263714084	0.71	0	0	0	0	0.0
MTHFR	Q9H9B1	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9H9B1	0.7	1.02090026971	1.01	0	0	0	0	0.12
MTHFR	Q71UI9	2.0	0.909237829078	0.93	0	0	0	0	0.12
MTHFR_38to656	Q71UI9	2.7	0.898297778404	0.92	0	0	0	0	0.09
MTHFR_T34A	Q71UI9	1.0	0.89676290573	0.92	0	0	0	0	0.16
MTHFR	P61326	1.7	1.09565648092	1.07	0	0	0	0	0.61
MTHFR_38to656	P61326	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR_T34A	P61326	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9ULR0	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	O43447	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	O43447	1.3	1.05919648679	1.04	0	0	0	0	0.62
MTHFR	Q8IWA0	2.3	1.11827888954	1.08	0	0	0	0	0.32
MTHFR_38to656	Q8IWA0	3.3	1.10450134856	1.07	0	0	0	0	0.31
MTHFR	P62308	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P62308	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	P25440	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P25440	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR	P63092	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	P63092	1.0	1.1003215183	1.07	0	0	0	0	0.62
MTHFR_T34A	P63092	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	Q8NI36	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	Q8NI36	5.0	1.15675202285	1.11	0	0	0	0	0.31
MTHFR_38to656	P13861	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR_T34A	P13861	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	P48729	1.3	1.09091549647	1.06	0	0	0	0	0.92
MTHFR_38to656	P48729	1.7	1.10382584065	1.07	0	0	0	0	0.93
MTHFR_T34A	P48729	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P04844	4.3	1.34648571265	1.23	0	0	0	0	0.97
MTHFR_38to656	P04844	5.3	1.40829471789	1.27	0	0	0	0	0.99
MTHFR_T34A	P04844	5.7	1.50839557001	1.33	0	0	0	0	0.98
MTHFR	P04843	11.3	1.50770494019	1.33	0	0	0	0	0.39
MTHFR_38to656	P04843	9.0	1.35743604495	1.24	0	0	0	0	0.34
MTHFR_T34A	P04843	11.3	1.60837072484	1.38	0	0	0	0	0.4
MTHFR_38to656	Q5C9Z4	1.0	1.03135040457	1.02	0	0	0	0	0.23
MTHFR_38to656	P31939	1.0	1.09970884257	1.07	0	0	0	0	0.51
MTHFR	Q9NR56	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9NR56	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR_T34A	Q9NR56	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	O60841	2.3	1.20140200802	1.14	0	0	0	0	0.6
MTHFR_38to656	O60841	2.7	1.18675141158	1.13	0	0	0	0	0.98
MTHFR_T34A	O60841	1.7	1.14536134974	1.1	0	0	0	0	0.85
MTHFR	Q8WTT2	1.3	1.06758793688	1.05	0	0	0	0	0.29
MTHFR_38to656	Q8WTT2	2.0	1.06270080914	1.04	0	0	0	0	0.3
MTHFR	P47897	6.3	1.48335117732	1.31	0	0	0	0	0.99
MTHFR_38to656	P47897	4.7	1.40479039554	1.27	0	0	0	0	0.98
MTHFR_T34A	P47897	8.0	1.71796118374	1.44	0	0	0	0	0.99
MTHFR	P30050	2.3	1.16493400871	1.11	0	0	0	0	0.94
MTHFR_38to656	P30050	2.0	1.1484551945	1.1	0	0	0	0	0.93
MTHFR_T34A	P30050	2.7	1.23537279854	1.16	0	0	0	0	0.96
MTHFR	P61254	5.3	1.41031710503	1.27	0	0	0	0	0.98
MTHFR_38to656	P61254	6.3	1.42224917509	1.28	0	0	0	0	0.97
MTHFR_T34A	P61254	5.7	1.49729988816	1.32	0	0	0	0	0.96
MTHFR	Q15291	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q15291	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR	P68431	6.3	0.329458045079	0.41	0	0	0	0	0.0
MTHFR_38to656	P68431	8.3	0.345952336674	0.43	0	0	0	0	0.0
MTHFR_T34A	P68431	2.3	0.318861414949	0.4	0	0	0	0	0.0
MTHFR	O14617	1.0	1.08617451201	1.06	0	0	0	0	0.48
MTHFR_38to656	O14617	1.0	1.04874635193	1.03	0	0	0	0	0.41
MTHFR_T34A	O14617	1.0	1.08040997948	1.06	0	0	0	0	0.4
MTHFR	Q15459	4.0	1.20276381065	1.14	0	0	0	0	0.32
MTHFR_38to656	Q15459	5.7	1.17765229256	1.12	0	0	0	0	0.33
MTHFR	Q13620	1.7	1.09565648092	1.07	0	0	0	0	0.53
MTHFR_38to656	Q13620	2.7	1.10099702622	1.07	0	0	0	0	0.55
MTHFR_T34A	Q13620	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR_38to656	A8CG34	0.7	1.02090026971	1.01	0	0	0	0	0.11
MTHFR	P55072	2.7	1.21731455228	1.15	0	0	0	0	0.9
MTHFR_38to656	P55072	1.7	1.08704256901	1.06	0	0	0	0	0.57
MTHFR_T34A	P55072	2.0	1.17116853455	1.12	0	0	0	0	0.93
MTHFR	P51570	1.7	1.1189840405	1.08	0	0	0	0	0.95
MTHFR_38to656	P51570	2.0	1.16585114187	1.11	0	0	0	0	0.95
MTHFR_T34A	P51570	2.7	1.23537279854	1.16	0	0	0	0	0.97
MTHFR	P46013	7.0	1.35483666863	1.24	0	0	0	0	0.29
MTHFR_38to656	P46013	12.0	1.37620485483	1.25	0	0	0	0	0.29
MTHFR	P51572	1.0	1.08715895197	1.06	0	0	0	0	0.32
MTHFR_38to656	P51572	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P51572	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q07020	4.7	1.34300845714	1.23	0	0	0	0	0.98
MTHFR_38to656	Q07020	4.3	1.29057725222	1.2	0	0	0	0	0.97
MTHFR_T34A	Q07020	4.0	1.35268564469	1.23	0	0	0	0	0.96
MTHFR	Q07021	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	Q07021	2.0	1.0800967565	1.06	0	0	0	0	0.61
MTHFR_T34A	Q07021	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9UBD5	1.3	1.04180053943	1.03	0	0	0	0	0.27
MTHFR	Q9NP97	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9NP97	1.0	1.08292557093	1.06	0	0	0	0	0.0
MTHFR_T34A	Q9NP97	1.0	1.08040997948	1.06	0	0	0	0	0.58
MTHFR_38to656	Q9Y4X5	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR_T34A	Q9Y4X5	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR_38to656	Q96T23	0.7	1.02090026971	1.01	0	0	0	0	0.09
MTHFR	Q2VPK5	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_T34A	Q2VPK5	0.7	1.05460279467	1.04	0	0	0	0	0.27
MTHFR	Q07157	1.7	1.0844849211	1.06	0	0	0	0	0.24
MTHFR_38to656	Q07157	3.7	1.11495148342	1.08	0	0	0	0	0.29
MTHFR	Q15061	1.7	1.0844849211	1.06	0	0	0	0	0.3
MTHFR_38to656	Q15061	2.0	1.06270080914	1.04	0	0	0	0	0.29
MTHFR	Q03252	4.3	1.23083235468	1.16	0	0	0	0	0.55
MTHFR_38to656	Q03252	5.0	1.20832718921	1.14	0	0	0	0	0.94
MTHFR_T34A	Q03252	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	Q5SW79	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q5SW79	0.7	1.02090026971	1.01	0	0	0	0	0.08
MTHFR_T34A	Q5SW79	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q9NQG5	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9NQG5	1.3	1.04180053943	1.03	0	0	0	0	0.31
MTHFR	Q04917	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q04917	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	Q04917	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q9Y237	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9Y237	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	Q9Y230	11.3	1.87874017804	1.53	0	0	0	0	0.98
MTHFR_38to656	Q9Y230	13.0	1.8561738365	1.51	0	0	0	0	0.99
MTHFR_T34A	Q9Y230	13.3	2.17611688646	1.67	0	0	0	0	1.0
MTHFR_38to656	O94973	1.0	1.03135040457	1.02	0	0	0	0	0.23
MTHFR	P18754	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P18754	3.3	1.10450134856	1.07	0	0	0	0	0.32
MTHFR	P08238	19.3	1.44880370102	1.29	0	0	0	0	0.24
MTHFR_38to656	P08238	22.0	1.62397210174	1.39	0	0	0	0	0.33
MTHFR_T34A	P08238	21.0	1.6551277576	1.41	0	0	0	0	0.45
MTHFR	Q7L014	2.3	1.11827888954	1.08	0	0	0	0	0.29
MTHFR_38to656	Q7L014	3.7	1.11495148342	1.08	0	0	0	0	0.32
MTHFR_T34A	Q7L014	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q6P1J9	1.3	1.06758793688	1.05	0	0	0	0	0.3
MTHFR_38to656	Q6P1J9	2.0	1.06270080914	1.04	0	0	0	0	0.3
MTHFR	Q1KMD3	1.3	1.06758793688	1.05	0	0	0	0	0.3
MTHFR_38to656	Q1KMD3	1.3	1.04180053943	1.03	0	0	0	0	0.27
MTHFR_38to656	Q92917	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	P51991	8.0	1.46335430028	1.3	0	0	0	0	0.97
MTHFR_38to656	P51991	9.0	1.36790802648	1.24	0	0	0	0	0.87
MTHFR_T34A	P51991	2.3	1.24797149104	1.17	0	0	0	0	0.55
MTHFR	O15226	1.3	1.06758793688	1.05	0	0	0	0	0.29
MTHFR_38to656	O15226	3.0	1.09405121371	1.07	0	0	0	0	0.3
MTHFR	Q9P2J5	10.3	1.80176834593	1.49	0	0	0	0	1.0
MTHFR_38to656	Q9P2J5	11.7	1.83176924444	1.5	0	0	0	0	1.0
MTHFR_T34A	Q9P2J5	9.3	1.82343124177	1.5	0	0	0	0	0.99
MTHFR	P14678	1.3	1.09091549647	1.06	0	0	0	0	0.94
MTHFR_38to656	P14678	1.3	1.05919648679	1.04	0	0	0	0	0.62
MTHFR_T34A	P14678	2.0	1.18151711014	1.13	0	0	0	0	0.94
MTHFR_38to656	P28340	1.3	1.05919648679	1.04	0	0	0	0	0.49
MTHFR	Q92598	1.7	1.1189840405	1.08	0	0	0	0	0.93
MTHFR_38to656	Q92598	3.7	1.20131854451	1.14	0	0	0	0	0.98
MTHFR_T34A	Q92598	2.0	1.18151711014	1.13	0	0	0	0	0.96
MTHFR	Q86VP6	6.7	1.47692060196	1.31	0	0	0	0	0.99
MTHFR_38to656	Q86VP6	7.3	1.45482493113	1.3	0	0	0	0	0.99
MTHFR_T34A	Q86VP6	5.3	1.4603970215	1.3	0	0	0	0	0.99
MTHFR	P53680	1.3	1.10307149623	1.07	0	0	0	0	0.9
MTHFR_38to656	P53680	0.7	1.02090026971	1.01	0	0	0	0	0.31
MTHFR_T34A	P53680	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P15927	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P15927	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR_T34A	P15927	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	P30876	3.7	1.24566238532	1.17	0	0	0	0	0.92
MTHFR_38to656	P30876	4.3	1.13585175313	1.09	0	0	0	0	0.31
MTHFR_T34A	P30876	1.0	1.07966287322	1.06	0	0	0	0	0.27
MTHFR	P15924	3.0	1.17540041757	1.12	0	0	0	0	0.69
MTHFR_38to656	P15924	4.3	1.1532477005	1.11	0	0	0	0	0.43
MTHFR	P53041	1.3	1.11424305605	1.08	0	0	0	0	0.61
MTHFR_38to656	P53041	0.7	1.07247543608	1.05	0	0	0	0	0.0
MTHFR_T34A	P53041	1.0	1.08040997948	1.06	0	0	0	0	0.53
MTHFR	Q9Y3F4	3.7	1.27917706476	1.19	0	0	0	0	0.97
MTHFR_38to656	Q9Y3F4	3.3	1.24244357602	1.17	0	0	0	0	0.98
MTHFR_T34A	Q9Y3F4	4.3	1.36003699711	1.24	0	0	0	0	0.94
MTHFR	P17980	1.3	1.10208705628	1.07	0	0	0	0	0.91
MTHFR_38to656	P17980	2.7	1.13578892095	1.09	0	0	0	0	0.64
MTHFR_T34A	P17980	1.3	1.10771137681	1.08	0	0	0	0	0.58
MTHFR	P17987	10.0	1.74938780236	1.46	0	0	0	0	0.98
MTHFR_38to656	P17987	12.3	1.86945278579	1.52	0	0	0	0	1.0
MTHFR_T34A	P17987	10.7	1.92303536178	1.55	0	0	0	0	0.99
MTHFR	Q9BXJ9	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9BXJ9	1.0	1.04874635193	1.03	0	0	0	0	0.5
MTHFR_T34A	Q9BXJ9	1.0	1.08115708574	1.06	0	0	0	0	0.47
MTHFR	O43143	5.0	1.26561076308	1.18	0	0	0	0	0.54
MTHFR_38to656	O43143	8.7	1.306495401	1.21	0	0	0	0	0.63
MTHFR_T34A	O43143	0.7	1.05460279467	1.04	0	0	0	0	0.25
MTHFR	Q6NUQ4	1.0	1.0750029522	1.05	0	0	0	0	0.49
MTHFR_38to656	Q6NUQ4	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR_T34A	Q6NUQ4	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q9Y3T9	0.7	1.03379396844	1.02	0	0	0	0	0.21
MTHFR_38to656	Q9Y3T9	2.0	1.06270080914	1.04	0	0	0	0	0.29
MTHFR	O75534	5.0	1.39243568086	1.26	0	0	0	0	0.99
MTHFR_38to656	O75534	2.7	1.15318486831	1.11	0	0	0	0	0.61
MTHFR_T34A	O75534	5.0	1.44269709349	1.29	0	0	0	0	0.99
MTHFR	Q8IYB3	1.7	0.895791741421	0.92	0	0	0	0	0.26
MTHFR_38to656	Q8IYB3	2.0	0.853979708674	0.89	0	0	0	0	0.16
MTHFR	Q99615	4.7	1.36338269687	1.24	0	0	0	0	0.99
MTHFR_38to656	Q99615	5.3	1.44369928835	1.29	0	0	0	0	0.96
MTHFR_T34A	Q99615	6.3	1.56225125841	1.36	0	0	0	0	0.95
MTHFR	Q99613	4.0	1.29705848893	1.2	0	0	0	0	0.98
MTHFR_38to656	Q99613	5.0	1.31147752194	1.21	0	0	0	0	0.99
MTHFR_T34A	Q99613	4.3	1.37923993576	1.25	0	0	0	0	0.99
MTHFR	P26368	1.3	1.06758793688	1.05	0	0	0	0	0.31
MTHFR_38to656	P26368	4.0	1.15958083727	1.11	0	0	0	0	0.63
MTHFR	Q15843	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q15843	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR_T34A	Q15843	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	O43707	2.7	1.17065943312	1.12	0	0	0	0	0.95
